entity1,relation,entity2
小麦,虫害,夜蛾科
小麦,病害,疾病
小麦,虫害,蜜虫
小麦,虫害,蚜科
小麦,虫害,腻虫
向日葵,虫害,蚜科
向日葵,虫害,动物
向日葵,虫害,蜜虫
向日葵,虫害,腻虫
向日葵,虫害,螨类
向日葵,属于,农作物
向日葵,属于,中草药
向日葵,病害,疾病
马铃薯,属于,细菌性病害
马铃薯,病害,细菌
马铃薯,虫害,蜱虫
马铃薯,属于,病毒病
马铃薯,属于,大棚蔬菜
马铃薯,属于,土壤次生盐渍化
马铃薯,属于,蔬菜急性萎蔫
马铃薯,属于,水果
马铃薯,属于,饲料
东方美人茶,科,茶叶
茼蒿,属于,中草药
茼蒿,病害,农作物
茼蒿,病害,疾病
茼蒿,病害,病毒
茼蒿,病害,真菌
茼蒿,虫害,动物
肝素,属于,病菌
百菌清可湿性粉剂,防治,褐纹病
百菌清可湿性粉剂,防治,疾病
百菌清可湿性粉剂,防治,农作物
芹菜,病害,稻蓟马
芹菜,病害,飞虱
芹菜,病害,麦蚜
芹菜,病害,稻飞虱
芹菜,病害,蚜虫
芹菜,病害,病毒
芹菜,病害,疾病
芹菜,病害,细菌
香茅,属于,中草药
革兰氏阳性菌,属于,软腐病
革兰氏阳性菌,属于,病毒沧迦病
革兰氏阳性菌,属于,青枯病
革兰氏阳性菌,属于,病菌
链球菌,属于,病菌
链球菌,属于,软腐病
链球菌,属于,病毒沧迦病
链球菌,属于,青枯病
白灵菇,属于,病菌
白灵菇,属于,银耳
白灵菇,属于,香菇
白灵菇,属于,木耳
白灵菇,属于,猴头菇
白灵菇,属于,真菌
瑞毒霉,防治,农作物
瑞毒霉,防治,疾病
赤星病,病原,微生物
赤星病,病原,枯萎病
赤星病,病原,曲霉菌
赤星病,病原,根腐病
赤星病,别名,疾病
生石膏,属于,中草药
有棱丝瓜,属于,白粉虱
有棱丝瓜,属于,霜霉病
有棱丝瓜,属于,猝倒病
有棱丝瓜,属于,螨类
有棱丝瓜,属于,蔓枯病
有棱丝瓜,属于,白粉病
有棱丝瓜,属于,细菌性软腐病
有棱丝瓜,属于,疫病
有棱丝瓜,属于,炭疽病
有棱丝瓜,属于,瓜绢螟
有棱丝瓜,属于,瓜实蝇
有棱丝瓜,属于,灰霉病
有棱丝瓜,属于,菌核病
有棱丝瓜,属于,病毒病
有棱丝瓜,属于,蚜虫
有棱丝瓜,科,毛茛科
有棱丝瓜,科,花卉
桃树,病害,果腐病
四季海棠,属于,农作物
四季海棠,属于,中草药
白菜,虫害,夜蛾科
白菜,虫害,动物
白菜,病害,植物
薏苡,病害,农作物
薏苡,虫害,动物
薏苡,虫害,昆虫
薏苡,虫害,钻心虫
枣果,虫害,动物
乙磷铝锰锌,防治,农作物
乙磷铝锰锌,防治,疾病
布鲁氏菌,属于,病菌
布鲁氏菌,属于,软腐病
布鲁氏菌,属于,病毒沧迦病
布鲁氏菌,属于,青枯病
灭蚜威,治疗,条锈病
灭蚜威,治疗,小麦赤霉病
灭蚜威,治疗,弱筋小麦
灭蚜威,治疗,吸浆虫
灭蚜威,治疗,强筋小麦
灭蚜威,治疗,郑麦9023
灭蚜威,治疗,黑穗病
灭蚜威,治疗,灰飞虱
灭蚜威,治疗,麦蜘蛛
灭蚜威,治疗,禾本科杂草
灭蚜威,治疗,叶锈病
灭蚜威,治疗,纹枯病
灭蚜威,治疗,烟农19
灭蚜威,治疗,麦秆蝇
灭蚜威,治疗,粘虫
灭蚜威,治疗,叶枯病
灭蚜威,治疗,小麦吸浆虫
灭蚜威,治疗,锈病
灭蚜威,治疗,陕麦1号
灭蚜威,治疗,白粉病
灭蚜威,治疗,麦蚜
灭蚜威,治疗,赤霉病
灭蚜威,治疗,麦叶蜂
灭蚜威,治疗,颖枯病
灭蚜威,治疗,棉铃虫
灭蚜威,治疗,穗蚜
灭蚜威,治疗,根腐病
灭蚜威,治疗,中麦578
灭蚜威,治疗,麦红蜘蛛
灭蚜威,治疗,扬麦13
灭蚜威,防治,动物
灭蚜威,治疗,果园
灭蚜威,治疗,果轮纹病
灭蚜威,治疗,苹果褐斑病
灭蚜威,治疗,叶片黄化
灭蚜威,治疗,花脸病
灭蚜威,治疗,树
灭蚜威,治疗,金纹细蛾
灭蚜威,治疗,黄斑卷叶虫
灭蚜威,治疗,苹果炭疽病
灭蚜威,治疗,平小卷叶虫
灭蚜威,治疗,小卷叶蛾
灭蚜威,治疗,苹果斑点落叶病
灭蚜威,治疗,梨黑星病
灭蚜威,治疗,顶梢卷叶虫
灭蚜威,治疗,苹果轮纹病
灭蚜威,治疗,植物
灭蚜威,治疗,病毒病
灭蚜威,治疗,细菌性病害
灭蚜威,治疗,大棚蔬菜
灭蚜威,治疗,土壤次生盐渍化
灭蚜威,治疗,蔬菜急性萎蔫
灭蚜威,防治,蚜科
灭蚜威,防治,蜜虫
灭蚜威,防治,腻虫
衣原体,属于,病菌
意杨苗,属于,植物
洋葱,属于,病毒病
洋葱,属于,细菌性病害
洋葱,属于,大棚蔬菜
洋葱,属于,土壤次生盐渍化
洋葱,属于,蔬菜急性萎蔫
萝卜,病害,疾病
萝卜,病害,细菌
萝卜,虫害,动物
萝卜,病害,稻蓟马
萝卜,病害,飞虱
萝卜,病害,麦蚜
萝卜,病害,稻飞虱
萝卜,病害,病毒
萝卜,虫害,夜蛾科
萝卜,虫害,蚜科
萝卜,虫害,蜜虫
萝卜,虫害,腻虫
萝卜,病害,农作物
萝卜,属于,细菌性病害
萝卜,属于,大棚蔬菜
萝卜,属于,土壤次生盐渍化
萝卜,属于,蔬菜急性萎蔫
博落回,属于,中草药
杂粮,包含,禾本科
杂粮,包含,植物
杂粮,包含,水稻
杂粮,包含,甜玉米
杂粮,包含,地老虎
杂粮,包含,华农101
杂粮,包含,玉米蓟
杂粮,包含,登海605
杂粮,包含,矮花叶病
杂粮,包含,黑穗病
杂粮,包含,蚜虫
杂粮,包含,玉米螟
杂粮,包含,玉米大斑病
杂粮,包含,大斑病
杂粮,包含,小斑病
杂粮,包含,白花叶病
杂粮,包含,糯玉米
杂粮,包含,青贮玉米
杂粮,包含,郑单958
杂粮,包含,先玉335
杂粮,包含,粘虫
杂粮,包含,农作物
杂粮,包含,飞虱
杂粮,包含,象鼻虫
杂粮,包含,叶斑病
杂粮,包含,霜霉病
杂粮,包含,花叶病
杂粮,包含,多效唑
杂粮,包含,豆荚螟
杂粮,包含,大豆皱缩花叶病
杂粮,包含,细菌性斑点病
杂粮,包含,病毒病
杂粮,包含,小地老虎
晶体敌百虫,防治,豇豆荚螟
晶体敌百虫,防治,动物
晶体敌百虫,防治,昆虫
晶体敌百虫,防治,害虫
晶体敌百虫,防治,地下害虫
晶体敌百虫,防治,鞘翅目
晶体敌百虫,防治,花蝇科
敌百虫,防治,夜蛾科
敌百虫,防治,动物
敌百虫,防治,螨类
消毒剂,别名,花叶病毒病
消毒剂,别名,病毒病
消毒剂,别名,斑枯病
高锰酸钾,防治,稻蓟马
高锰酸钾,防治,飞虱
高锰酸钾,防治,麦蚜
高锰酸钾,防治,稻飞虱
高锰酸钾,防治,蚜虫
高锰酸钾,防治,病毒
大青叶,属于,中草药
瓜类,属于,植物
瓜类,属于,病毒病
瓜类,属于,细菌性病害
瓜类,属于,大棚蔬菜
瓜类,属于,土壤次生盐渍化
瓜类,属于,蔬菜急性萎蔫
瓜类,虫害,夜蛾科
瓜类,虫害,动物
苦槐,别名,豆科
苦槐,别名,植物
苦参,科,豆科牧草
苦参,科,苦参
农用链霉素,防治,疾病
农用链霉素,防治,细菌
农用硫酸链霉素可溶性粉剂,防治,植物
农用硫酸链霉素可溶性粉剂,防治,疾病
农用硫酸链霉素可溶性粉剂,防治,病毒
西兰花,病害,疾病
西兰花,病害,细菌
西兰花,虫害,动物
西兰花,虫害,菜蛾科
西兰花,病害,农作物
榨菜,病害,稻蓟马
榨菜,病害,飞虱
榨菜,病害,麦蚜
榨菜,病害,稻飞虱
榨菜,病害,蚜虫
榨菜,病害,病毒
鱼,病害,疾病
鱼,病害,动物
大棚蔬菜,属于,植物
大棚蔬菜,属于,病毒病
大棚蔬菜,属于,细菌性病害
大棚蔬菜,属于,大棚蔬菜
大棚蔬菜,属于,土壤次生盐渍化
大棚蔬菜,属于,蔬菜急性萎蔫
杀虫剂,防治,蚜科
杀虫剂,防治,动物
杀虫剂,防治,蜜虫
杀虫剂,防治,腻虫
西葫芦,属于,病毒病
西葫芦,属于,细菌性病害
西葫芦,属于,大棚蔬菜
西葫芦,属于,土壤次生盐渍化
西葫芦,属于,蔬菜急性萎蔫
西葫芦,别名,葫芦科
茄果类蔬菜,属于,植物
茄果类蔬菜,属于,病毒病
茄果类蔬菜,属于,细菌性病害
茄果类蔬菜,属于,大棚蔬菜
茄果类蔬菜,属于,土壤次生盐渍化
茄果类蔬菜,属于,蔬菜急性萎蔫
百虫净,防治,夜蛾科
黑茶,种,山茶
黑茶,种,植物
黑茶,种,草本
茶叶,别名,茶叶
茶叶,科,花卉
茶叶,目,草
白糖,属于,中草药
施保克,防治,十字花科
中国风青春,属于,蔬菜白粉病
中国风青春,属于,日灼病
中国风青春,属于,蔬菜
中国风青春,属于,细菌性病害
中国风青春,属于,白粉病
中国风青春,属于,青枯病
中国风青春,属于,红蜘蛛
中国风青春,属于,烟青虫
中国风青春,属于,根腐病
中国风青春,属于,软腐病
中国风青春,属于,疫病
中国风青春,属于,炭疽病
中国风青春,属于,菌核病
中国风青春,属于,蚜虫
中国风青春,属于,地老虎
中国风青春,属于,灰霉病
中国风青春,属于,螨类
中国风青春,属于,病毒病
中国风青春,属于,脐腐病
茯苓,别名,茯苓
茯苓皮,种,茯苓皮
茯苓皮,种,白蚁
粉掌,属于,农作物
粉掌,属于,中草药
巴西蘑菇,别名,地松茸
巴西蘑菇,别名,真菌
巴西蘑菇,别名,巴西蘑菇
巴西蘑菇,属于,病菌
姬松茸,属于,病菌
姬松茸,属于,枯萎病
姬松茸,属于,曲霉菌
姬松茸,属于,根腐病
姬松茸,别名,姬松茸
鸭舌草,属于,中草药
稻谷,科,早熟禾
稻谷,科,禾本科杂草
稻谷,属于,稻水象甲
稻谷,属于,糯稻
稻谷,属于,谷子
稻谷,属于,恶苗病
稻谷,属于,Y两优900
稻谷,属于,稻花香2号
稻谷,属于,杂交水稻
稻谷,属于,稻飞虱
稻谷,属于,籼稻
稻谷,属于,东北大米
稻谷,属于,稻谷
稻谷,属于,水稻立枯病
稻谷,属于,龙稻18
稻谷,属于,汕优63
稻谷,属于,纹枯病
稻谷,属于,稻瘟病菌
稻谷,属于,南粳46
稻谷,属于,稻温病
稻谷,属于,细菌性条斑病
稻谷,属于,稻纵卷叶螟
稻谷,属于,稻恶苗病菌
稻谷,属于,稻瘟病
稻谷,属于,稻曲病
稻谷,属于,根蚜
稻谷,属于,胡麻病菌
稻谷,属于,黑肩绿盲蝽
稻谷,属于,细条病菌
稻谷,属于,叶蝉
稻谷,属于,白叶枯病
稻谷,属于,稻田
稻谷,属于,粳稻
桑皮,属于,中草药
香果,别名,香果
香果,别名,中药材
香果,属于,中草药
徐稻3号,属于,水稻
徐稻3号,属于,水果
徐稻3号,属于,蔬菜
徐稻3号,属于,饲料
一串红,属于,水果
一串红,属于,蔬菜
一串红,属于,饲料
一串红,属于,中草药
瓜皮,别名,瓜果类蔬菜
瓜皮,别名,绵腐病
瓜皮,属于,中草药
瓜皮,科,毛茛科
瓜皮,科,花卉
菖蒲,属于,中草药
菖蒲,属于,农作物
革兰氏阴性菌,属于,病菌
革兰氏阴性菌,属于,软腐病
革兰氏阴性菌,属于,病毒沧迦病
革兰氏阴性菌,属于,青枯病
大叶荠菜,属于,蚜虫
大叶荠菜,属于,植物
大叶荠菜,属于,霜霉病
荠菜,虫害,蚜科
荠菜,虫害,动物
荠菜,虫害,蜜虫
荠菜,虫害,腻虫
荠菜,病害,农作物
荠菜,病害,疾病
板蓝根注射液,属于,中草药
板蓝根注射液,治疗,花生
板蓝根注射液,治疗,动物
板蓝根注射液,治疗,苜蓿
板蓝根注射液,治疗,高粱
板蓝根注射液,治疗,豆粕
板蓝根注射液,治疗,新城疫病毒
板蓝根注射液,治疗,大麦
板蓝根注射液,治疗,白菜
板蓝根注射液,治疗,土鸡
板蓝根注射液,治疗,盲肠肝炎
板蓝根注射液,治疗,小麦
板蓝根注射液,治疗,家鸡
板蓝根注射液,治疗,玉米
板蓝根注射液,治疗,南瓜
上海青,属于,蔬菜
上海青,别名,小青菜
上海青,别名,蚜虫
上海青,别名,十字花科
上海青,别名,菜青虫
上海青,别名,夜蛾类
上海青,别名,小菜蛾
穿心红,属于,植物
穿心红,属于,萝卜
第一茬瓜,属于,蚜虫
第一茬瓜,属于,植物
第一茬瓜,属于,白粉虱
第一茬瓜,属于,红蜘蛛
第一茬瓜,属于,瓜类作物
第一茬瓜,属于,炭疽病
第一茬瓜,属于,细菌性角斑病
第一茬瓜,属于,茎枯病
第一茬瓜,属于,疫病
第一茬瓜,属于,枯萎病
第一茬瓜,属于,病毒病
西瓜,虫害,蚜科
西瓜,虫害,动物
西瓜,虫害,蜜虫
西瓜,虫害,腻虫
西瓜,虫害,螨类
西瓜,病害,疾病
西瓜,病害,真菌
西瓜,病害,农作物
西瓜,病害,稻蓟马
西瓜,病害,飞虱
西瓜,病害,麦蚜
西瓜,病害,稻飞虱
西瓜,病害,病毒
茶树,虫害,动物
茶树,虫害,蛛形纲
茶树,虫害,螨类
茶树,病害,疾病
鹤望兰,属于,农作物
鹤望兰,属于,中草药
豆科牧草,科,豆科牧草
豆科牧草,科,苦参
茄子苗,属于,茄子绵疫病
茄子苗,属于,青枯病
茄子苗,属于,黄萎病
茄子苗,属于,绵疫病
茄子苗,属于,植物
茄子苗,属于,病毒病
茄子苗,属于,细菌性病害
茄子苗,属于,大棚蔬菜
茄子苗,属于,土壤次生盐渍化
茄子苗,属于,蔬菜急性萎蔫
叶枯唑,防治,真菌
叶枯唑,防治,疾病
叶枯唑,防治,微生物
叶枯唑,防治,动物
叶枯唑,防治,细菌
白叶枯病,属于,枯萎病
白叶枯病,属于,曲霉菌
白叶枯病,属于,根腐病
白叶枯病,属于,病菌
白叶枯病,病原,软腐病
白叶枯病,病原,病毒沧迦病
白叶枯病,病原,青枯病
玛丽华盛顿500号,属于,蓟马
玛丽华盛顿500号,属于,立枯病
玛丽华盛顿500号,属于,褐斑病
玛丽华盛顿500号,属于,斜纹夜盗蛾
玛丽华盛顿500号,属于,金针虫
玛丽华盛顿500号,属于,地老虎
玛丽华盛顿500号,属于,蛴螬
玛丽华盛顿500号,属于,蔬菜
玛丽华盛顿500号,属于,根腐病
玛丽华盛顿500号,属于,茎枯病
玛丽华盛顿500号,属于,植物
芦笋,虫害,动物
芦笋,虫害,鞘翅目
芦笋,虫害,农作物
芦笋,虫害,夜蛾科
芦笋,虫害,害虫
芦笋,虫害,地下害虫
芦笋,属于,病毒病
芦笋,属于,细菌性病害
芦笋,属于,大棚蔬菜
芦笋,属于,土壤次生盐渍化
芦笋,属于,蔬菜急性萎蔫
芦笋,病害,真菌
芦笋,病害,疾病
银荆,属于,含羞草料
银荆,属于,合欢属
金合欢,属于,植物
白腐病,别名,植物
白腐病,别名,烂皮病
柑桔,虫害,动物
柑桔,虫害,鞘翅目
柑桔,虫害,介壳虫
柑桔,虫害,螨类
柑桔,虫害,棉粉虱
鲇鱼,属于,鱼
鲇鱼,属于,肠炎病
鲇鱼,属于,肤霉病
兰花,虫害,蚜科
兰花,虫害,动物
兰花,虫害,蜜虫
兰花,虫害,腻虫
兰花,属于,植物
兰花,病害,烂皮病
兰花,病害,疾病
兰花,病害,细菌
兰花,虫害,棉粉虱
兰花,虫害,真菌
兰花,虫害,微生物
兰花,属于,农作物
兰花,属于,中草药
辣根,属于,中草药
榆,属于,中草药
芒硝,属于,中草药
小金橘,属于,年宵花
金橘,属于,植物
金橘,属于,十字花科
荧光假单胞杆菌,属于,病菌
荧光假单胞杆菌,属于,软腐病
荧光假单胞杆菌,属于,病毒沧迦病
荧光假单胞杆菌,属于,青枯病
速扑杂乳油,防治,动物
速扑杂乳油,防治,介壳虫
紫甘蓝,属于,病毒病
紫甘蓝,属于,细菌性病害
紫甘蓝,属于,大棚蔬菜
紫甘蓝,属于,土壤次生盐渍化
紫甘蓝,属于,蔬菜急性萎蔫
生石灰,别名,生石灰
生石灰,属于,中草药
生石灰,防治,细菌性病害
生石灰,防治,细菌
生石灰,防治,疾病
生石灰,防治,植物
生石灰,防治,农作物
石灰,别名,石灰
石灰,别名,中药
石灰,别名,青枯病
石灰,别名,溃疡病
石灰,别名,细菌性软腐病
石灰,别名,疫病
石灰,别名,氧化钙
蘑菇,属于,微生物
蘑菇,属于,真菌
蘑菇,属于,银耳
蘑菇,属于,香菇
蘑菇,属于,木耳
蘑菇,属于,猴头菇
胡桃肉状菌,属于,病菌
胡桃肉状菌,属于,枯萎病
胡桃肉状菌,属于,曲霉菌
胡桃肉状菌,属于,根腐病
炙甘草,科,豆科牧草
炙甘草,科,苦参
炙甘草,属于,中草药
早熟晚粳稻,属于,稻水象甲
早熟晚粳稻,属于,糯稻
早熟晚粳稻,属于,植物
早熟晚粳稻,属于,谷子
早熟晚粳稻,属于,恶苗病
早熟晚粳稻,属于,Y两优900
早熟晚粳稻,属于,稻花香2号
早熟晚粳稻,属于,杂交水稻
早熟晚粳稻,属于,稻飞虱
早熟晚粳稻,属于,籼稻
早熟晚粳稻,属于,东北大米
早熟晚粳稻,属于,稻谷
早熟晚粳稻,属于,水稻立枯病
早熟晚粳稻,属于,龙稻18
早熟晚粳稻,属于,汕优63
早熟晚粳稻,属于,纹枯病
早熟晚粳稻,属于,稻瘟病菌
早熟晚粳稻,属于,南粳46
早熟晚粳稻,属于,稻温病
早熟晚粳稻,属于,细菌性条斑病
早熟晚粳稻,属于,稻纵卷叶螟
早熟晚粳稻,属于,稻恶苗病菌
早熟晚粳稻,属于,稻瘟病
早熟晚粳稻,属于,稻曲病
早熟晚粳稻,属于,根蚜
早熟晚粳稻,属于,胡麻病菌
早熟晚粳稻,属于,黑肩绿盲蝽
早熟晚粳稻,属于,细条病菌
早熟晚粳稻,属于,叶蝉
早熟晚粳稻,属于,白叶枯病
早熟晚粳稻,属于,稻田
早熟晚粳稻,属于,粳稻
地塞米松,属于,中药
西药,属于,中草药
鸡,饲料,蚜虫
鸡,饲料,植物
鸡,饲料,金龟子
鸡,饲料,锈病
鸡,饲料,地豆
鸡,饲料,叶斑病
鸡,饲料,蛴螬
鸡,饲料,豆科
鸡,饲料,病毒病
鸡,饲料,小地虎
鸡,饲料,有机磷农药
鸡,饲料,黑穗病
鸡,虫害,病毒
鸡,属于,疾病
鸡,虫害,微生物
鸡,饲料,甘蓝夜蛾
鸡,饲料,细菌性软腐病
鸡,别名,鸡
鸡,别名,草鸡
鸡,病害,黑头病
鸡,饲料,条锈病
鸡,饲料,小麦赤霉病
鸡,饲料,弱筋小麦
鸡,饲料,吸浆虫
鸡,饲料,强筋小麦
鸡,饲料,郑麦9023
鸡,饲料,灰飞虱
鸡,饲料,麦蜘蛛
鸡,饲料,禾本科杂草
鸡,饲料,叶锈病
鸡,饲料,纹枯病
鸡,饲料,烟农19
鸡,饲料,麦秆蝇
鸡,饲料,粘虫
鸡,饲料,叶枯病
鸡,饲料,小麦吸浆虫
鸡,饲料,陕麦1号
鸡,饲料,白粉病
鸡,饲料,麦蚜
鸡,饲料,赤霉病
鸡,饲料,麦叶蜂
鸡,饲料,颖枯病
鸡,饲料,棉铃虫
鸡,饲料,穗蚜
鸡,饲料,根腐病
鸡,饲料,中麦578
鸡,饲料,麦红蜘蛛
鸡,饲料,扬麦13
鸡,饲料,甜玉米
鸡,饲料,地老虎
鸡,饲料,华农101
鸡,饲料,玉米蓟
鸡,饲料,登海605
鸡,饲料,矮花叶病
鸡,饲料,玉米螟
鸡,饲料,玉米大斑病
鸡,饲料,大斑病
鸡,饲料,小斑病
鸡,饲料,白花叶病
鸡,饲料,糯玉米
鸡,饲料,青贮玉米
鸡,饲料,郑单958
鸡,饲料,先玉335
鸡,饲料,农作物
鸡,饲料,飞虱
鸡,饲料,象鼻虫
鸡,饲料,中药
鸡,饲料,金瓜
禾本科,科,禾本科
禾本科,科,野麦子
鹅,饲料,蚜虫
鹅,饲料,植物
鹅,饲料,金龟子
鹅,饲料,锈病
鹅,饲料,地豆
鹅,饲料,叶斑病
鹅,饲料,蛴螬
鹅,饲料,条锈病
鹅,饲料,小麦赤霉病
鹅,饲料,弱筋小麦
鹅,饲料,吸浆虫
鹅,饲料,强筋小麦
鹅,饲料,郑麦9023
鹅,饲料,黑穗病
鹅,饲料,灰飞虱
鹅,饲料,麦蜘蛛
鹅,饲料,禾本科杂草
鹅,饲料,叶锈病
鹅,饲料,纹枯病
鹅,饲料,烟农19
鹅,饲料,麦秆蝇
鹅,饲料,粘虫
鹅,饲料,叶枯病
鹅,饲料,小麦吸浆虫
鹅,饲料,陕麦1号
鹅,饲料,白粉病
鹅,饲料,麦蚜
鹅,饲料,赤霉病
鹅,饲料,麦叶蜂
鹅,饲料,颖枯病
鹅,饲料,棉铃虫
鹅,饲料,穗蚜
鹅,饲料,根腐病
鹅,饲料,中麦578
鹅,饲料,麦红蜘蛛
鹅,饲料,扬麦13
鹅,饲料,甜玉米
鹅,饲料,地老虎
鹅,饲料,华农101
鹅,饲料,玉米蓟
鹅,饲料,登海605
鹅,饲料,矮花叶病
鹅,饲料,玉米螟
鹅,饲料,玉米大斑病
鹅,饲料,大斑病
鹅,饲料,小斑病
鹅,饲料,白花叶病
鹅,饲料,糯玉米
鹅,饲料,青贮玉米
鹅,饲料,郑单958
鹅,饲料,先玉335
鹅,饲料,农作物
鹅,饲料,飞虱
鹅,饲料,象鼻虫
鹅,饲料,稻水象甲
鹅,饲料,糯稻
鹅,饲料,谷子
鹅,饲料,恶苗病
鹅,饲料,Y两优900
鹅,饲料,稻花香2号
鹅,饲料,杂交水稻
鹅,饲料,稻飞虱
鹅,饲料,籼稻
鹅,饲料,东北大米
鹅,饲料,稻谷
鹅,饲料,水稻立枯病
鹅,饲料,龙稻18
鹅,饲料,汕优63
鹅,饲料,稻瘟病菌
鹅,饲料,南粳46
鹅,饲料,稻温病
鹅,饲料,细菌性条斑病
鹅,饲料,稻纵卷叶螟
鹅,饲料,稻恶苗病菌
鹅,饲料,稻瘟病
鹅,饲料,稻曲病
鹅,饲料,根蚜
鹅,饲料,胡麻病菌
鹅,饲料,黑肩绿盲蝽
鹅,饲料,细条病菌
鹅,饲料,叶蝉
鹅,饲料,白叶枯病
鹅,饲料,稻田
鹅,饲料,粳稻
莱菔子,种,软腐病
莱菔子,种,斑潜蝇
莱菔子,种,病毒病
莱菔子,种,夜蛾
莱菔子,种,蚜虫
莱菔子,种,菜青虫
莱菔子,种,霜霉病
莱菔子,种,蔬菜
多菌灵,防治,疾病
病菌,别名,软腐病
病菌,别名,病毒沧迦病
病菌,别名,青枯病
病菌,属于,病菌
碧桃,种,潜叶蛾
碧桃,种,梨小食心虫
碧桃,种,食心虫
碧桃,种,果树
栝楼,属于,中草药
栝楼,科,毛茛科
栝楼,科,花卉
金雷多米尔,防治,疾病
金雷多米尔,防治,农作物
疫病,属于,水果
疫病,属于,蔬菜
疫病,属于,植物
疫病,属于,饲料
老枣树,属于,枣步曲
枣树,虫害,项门吃
核桃,虫害,中药
核桃,别名,核桃
核桃,别名,胡桃
核桃,别名,植物
核桃,别名,杨树溃疡病
胡桃醌,属于,中草药
平菇,属于,病菌
平菇,属于,枯萎病
平菇,属于,曲霉菌
平菇,属于,根腐病
平菇,属于,银耳
平菇,属于,香菇
平菇,属于,木耳
平菇,属于,猴头菇
牛结核疫苗,治疗,高粱
牛结核疫苗,治疗,豆粕
牛结核疫苗,治疗,红薯
牛结核疫苗,治疗,牧草
牛结核疫苗,治疗,稻草
牛结核疫苗,治疗,胡萝卜
牛结核疫苗,治疗,苜蓿
牛结核疫苗,治疗,玉米
牛结核疫苗,治疗,黑麦
牛结核疫苗,治疗,大豆
牛结核疫苗,治疗,青贮玉米
牛结核疫苗,治疗,花生
牛,饲料,有机磷农药
牛,饲料,黑穗病
牛,饲料,甘薯
牛,饲料,旋花科
牛,饲料,番薯
牛,饲料,植物
牛,饲料,稻杆
牛,饲料,蚜虫
牛,饲料,四绒金龟甲
牛,饲料,黑腐病
牛,饲料,地下害虫
牛,饲料,金针虫
牛,饲料,蒙古灰象甲
牛,饲料,软腐病
牛,饲料,黑斑病
牛,饲料,蝼蛄
牛,饲料,蛴螬
牛,饲料,蔬菜
牛,饲料,豆科
牛,饲料,病毒病
牛,饲料,小地虎
牛,饲料,甜玉米
牛,饲料,地老虎
牛,饲料,华农101
牛,饲料,玉米蓟
牛,饲料,登海605
牛,饲料,矮花叶病
牛,饲料,玉米螟
牛,饲料,玉米大斑病
牛,饲料,大斑病
牛,饲料,小斑病
牛,饲料,白花叶病
牛,饲料,糯玉米
牛,饲料,郑单958
牛,饲料,先玉335
牛,饲料,粘虫
牛,饲料,农作物
牛,饲料,飞虱
牛,饲料,象鼻虫
牛,饲料,叶斑病
牛,饲料,霜霉病
牛,饲料,花叶病
牛,饲料,多效唑
牛,饲料,豆荚螟
牛,饲料,大豆皱缩花叶病
牛,饲料,细菌性斑点病
牛,饲料,小地老虎
牛,饲料,金龟子
牛,饲料,锈病
牛,饲料,地豆
中华猕猴桃,别名,腐烂病菌
禾本科杂草,科,早熟禾
禾本科杂草,科,禾本科杂草
艾叶,科,植物
真菌病,病原,微生物
真菌病,病原,枯萎病
真菌病,病原,曲霉菌
真菌病,病原,根腐病
灭蝇胺可湿性粉剂,防治,动物
敌克松,防治,农作物
敌克松,防治,疾病
桂花,属于,农作物
桂花,属于,中草药
桂花,属于,十字花科
琥胶肥酸铜可湿性粉剂,防治,植物
琥胶肥酸铜可湿性粉剂,防治,疾病
琥胶肥酸铜可湿性粉剂,防治,细菌
琥胶肥酸铜可湿性粉剂,防治,病毒
爱福丁,防治,蚜科
爱福丁,防治,动物
爱福丁,防治,蜜虫
爱福丁,防治,腻虫
高效氯氰菊酯,防治,动物
高效氯氰菊酯,防治,夜蛾科
高效氯氰菊酯,防治,农作物
高效氯氰菊酯,防治,黄花叶病毒
高效氯氰菊酯,防治,病毒
高效氯氰菊酯,防治,植物
高效氯氰菊酯,防治,项门吃
代森锰锌可湿性粉剂,防治,动物
代森锰锌可湿性粉剂,防治,疾病
代森锰锌可湿性粉剂,防治,细菌
代森锰锌可湿性粉剂,防治,菜蛾科
代森锰锌可湿性粉剂,防治,褐纹病
代森锰锌可湿性粉剂,防治,农作物
乐果乳油,防治,动物
乐果乳油,防治,花蝇科
乐果乳油,防治,昆虫
矮生芸豆,属于,植物
矮生芸豆,属于,病毒病
矮生芸豆,属于,细菌性病害
矮生芸豆,属于,大棚蔬菜
矮生芸豆,属于,土壤次生盐渍化
矮生芸豆,属于,蔬菜急性萎蔫
海参,属于,中草药
杀螟松,防治,动物
莜麦,科,早熟禾
莜麦,科,禾本科杂草
莜麦,属于,水果
莜麦,属于,蔬菜
莜麦,属于,饲料
藕,虫害,蚜科
藕,虫害,动物
藕,虫害,蜜虫
藕,虫害,腻虫
藕,属于,水果
藕,属于,蔬菜
藕,属于,植物
藕,属于,饲料
藕,属于,中草药
藕,病害,真菌
藕,病害,疾病
藕,别名,藕
抗虫威可湿性粉剂,防治,动物
抗虫威可湿性粉剂,防治,花蝇科
抗虫威可湿性粉剂,防治,昆虫
淡水鱼,病害,疾病
淡水鱼,属于,动物
淡水鱼,属于,鱼
淡水鱼,属于,肠炎病
淡水鱼,属于,肤霉病
大豆,虫害,蚜科
大豆,虫害,动物
大豆,虫害,蜜虫
大豆,虫害,腻虫
